0,-1.3599e-16,1.0877e-16,-3.3936e-16,-3.0903e-16,-2.3648e-16,-1.8041e-16,-1.3465e-16,-3.0632e-16,2.9347e-16,1.9553e-16,3.3615e-16,-2.7968e-16,-1.1745e-16,1.6716e-16,3.2989e-16,-1.1815e-16,1.4499e-16,2.6799e-16,2.9132e-16,6.7641e-18,4.604e-18,-4.7852e-18,-6.28e-18,1.1167e-18,-6.613e-18,-2.3705e-17,-5.1601e-18,5.763e-18,1.3685e-18,1.6185e-17,-1.2027e-18,4.372e-20,5.0224e-18,-5.4517e-18,4.5068e-18,-4.1404e-18,4.7718e-18,5.0245e-18,-2.2126e-18
-1.0052e-16,0,-3.3074e-17,1.0336e-16,9.4887e-17,7.2969e-17,5.4458e-17,4.0639e-17,9.6164e-17,-9.0931e-17,-5.9508e-17,-1.0496e-16,8.5686e-17,3.5695e-17,-5.091e-17,-1.0285e-16,3.5972e-17,-4.4158e-17,-8.3627e-17,-9.0251e-17,-2.0558e-18,-1.3993e-18,1.4543e-18,1.9086e-18,-3.3948e-19,2.0099e-18,7.2041e-18,1.5683e-18,-1.7515e-18,-4.1605e-19,-4.9192e-18,3.6564e-19,-1.3362e-20,-1.5264e-18,1.6569e-18,-1.3697e-18,1.2584e-18,-1.4503e-18,-1.5271e-18,6.7248e-19
3.9552e-17,-1.6294e-17,0,-4.0668e-17,-3.736e-17,-2.8742e-17,-2.1409e-17,-1.5976e-17,-3.791e-17,3.583e-17,2.341e-17,4.1369e-17,-3.3731e-17,-1.4041e-17,2.0029e-17,4.053e-17,-1.4151e-17,1.7372e-17,3.2969e-17,3.5562e-17,8.0863e-19,5.5039e-19,-5.7205e-19,-7.5075e-19,1.3354e-19,-7.9056e-19,-2.8337e-18,-6.1689e-19,6.8895e-19,1.6365e-19,1.935e-18,-1.4382e-19,5.2583e-21,6.0041e-19,-6.5173e-19,5.3877e-19,-4.9497e-19,5.7045e-19,6.0067e-19,-2.6452e-19
-3.3071e-16,1.3625e-16,-1.0898e-16,0,3.0962e-16,2.3692e-16,1.8076e-16,1.3491e-16,3.0686e-16,-2.9401e-16,-1.959e-16,-3.3675e-16,2.8021e-16,1.1768e-16,-1.6748e-16,-3.3049e-16,1.1838e-16,-1.4526e-16,-2.6847e-16,-2.9186e-16,-6.7771e-18,-4.6129e-18,4.7944e-18,6.2921e-18,-1.1188e-18,6.6258e-18,2.3751e-17,5.1701e-18,-5.7741e-18,-1.3711e-18,-1.6216e-17,1.205e-18,-4.3803e-20,-5.032e-18,5.4622e-18,-4.5155e-18,4.1484e-18,-4.781e-18,-5.0342e-18,2.2169e-18
-3.9995e-16,1.6463e-16,-1.3177e-16,4.1119e-16,0,2.8462e-16,2.1946e-16,1.6381e-16,3.6326e-16,-3.5245e-16,-2.3678e-16,-4.0077e-16,3.3787e-16,1.4234e-16,-2.0235e-16,-3.9355e-16,1.4305e-16,-1.7551e-16,-3.2045e-16,-3.4989e-16,-8.1971e-18,-5.5794e-18,5.7989e-18,7.6104e-18,-1.353e-18,8.0141e-18,2.8728e-17,6.2533e-18,-6.984e-18,-1.6581e-18,-1.9613e-17,1.4572e-18,-5.2829e-20,-6.0864e-18,6.6067e-18,-5.4616e-18,5.0176e-18,-5.7827e-18,-6.089e-18,2.6813e-18
-4.5336e-16,1.8636e-16,-1.4927e-16,4.6609e-16,4.2123e-16,0,2.4955e-16,1.8627e-16,4.0255e-16,-3.9641e-16,-2.6812e-16,-4.4696e-16,3.8199e-16,1.6128e-16,-2.2906e-16,-4.3906e-16,1.6195e-16,-1.9867e-16,-3.5891e-16,-3.9357e-16,-9.2878e-18,-6.3218e-18,6.5705e-18,8.6231e-18,-1.5328e-18,9.0804e-18,3.2551e-17,7.0853e-18,-7.9133e-18,-1.8785e-18,-2.2223e-17,1.6509e-18,-5.9705e-20,-6.8962e-18,7.4858e-18,-6.1883e-18,5.6852e-18,-6.5522e-18,-6.8992e-18,3.038e-18
-2.6995e-16,1.1125e-16,-8.8926e-17,2.7755e-16,2.5348e-16,1.9433e-16,0,1.0978e-16,2.5374e-16,-2.4153e-16,-1.5991e-16,-2.7769e-16,2.2922e-16,9.6007e-17,-1.3675e-16,-2.7239e-16,9.6642e-17,-1.1861e-16,-2.2117e-16,-2.3974e-16,-5.5292e-18,-3.7635e-18,3.9115e-18,5.1335e-18,-9.1289e-19,5.4057e-18,1.9377e-17,4.2181e-18,-4.7109e-18,-1.1188e-18,-1.323e-17,9.8322e-19,-3.5811e-20,-4.1055e-18,4.4564e-18,-3.684e-18,3.3845e-18,-3.9006e-18,-4.1072e-18,1.8087e-18
-2.6386e-16,1.0874e-16,-8.6919e-17,2.713e-16,2.4784e-16,1.9003e-16,1.4374e-16,0,2.4829e-16,-2.3622e-16,-1.5631e-16,-2.7167e-16,2.241e-16,9.3839e-17,-1.3367e-16,-2.6647e-16,9.4465e-17,-1.1594e-16,-2.1636e-16,-2.3447e-16,-5.4043e-18,-3.6785e-18,3.8232e-18,5.0175e-18,-8.9228e-19,5.2836e-18,1.8939e-17,4.1228e-18,-4.6045e-18,-1.0935e-18,-1.2932e-17,9.6102e-19,-3.5008e-20,-4.0127e-18,4.3558e-18,-3.6008e-18,3.3081e-18,-3.8125e-18,-4.0144e-18,1.7678e-18
-8.1885e-16,3.2341e-16,-2.6076e-16,8.4192e-16,7.4273e-16,5.546e-16,4.5535e-16,3.3985e-16,0,-6.7676e-16,-4.6683e-16,-6.4299e-16,6.7752e-16,2.8238e-16,-3.9743e-16,-6.2844e-16,2.8139e-16,-3.4467e-16,-5.8353e-16,-6.7222e-16,-1.6261e-17,-1.1068e-17,1.1504e-17,1.5097e-17,-2.6803e-18,1.5898e-17,5.7003e-17,1.2404e-17,-1.3854e-17,-3.2842e-18,-3.89e-17,2.8865e-18,-1.0201e-19,-1.2074e-17,1.3106e-17,-1.0834e-17,9.9536e-18,-1.1471e-17,-1.2079e-17,5.318e-18
4.8403e-16,-1.9875e-16,1.5926e-16,-4.9761e-16,-4.4876e-16,-3.4119e-16,-2.6691e-16,-1.9923e-16,-4.23e-16,0,2.86e-16,4.7192e-16,-4.0719e-16,-1.721e-16,2.4427e-16,4.6365e-16,-1.7273e-16,2.1187e-16,3.8028e-16,4.1819e-16,9.9108e-18,6.7459e-18,-7.0113e-18,-9.2015e-18,1.6355e-18,-9.6895e-18,-3.4735e-17,-7.5605e-18,8.4441e-18,2.0043e-18,2.3713e-17,-1.7615e-18,6.3607e-20,7.3588e-18,-7.9879e-18,6.6034e-18,-6.0666e-18,6.9917e-18,7.362e-18,-3.2418e-18
